year,month,day,time,saying
2020,4,2,19,管不住自己也是一件很烦的事呢，，，
2020,3,30,15,回来了回来了，，，，，
2020,3,28,12,丢了调音夹的我好难受啊
2020,3,25,21,拿木薯粉搓了三天珍珠了，，，，，饶了我吧，，，，
2020,3,23,23,踏青计划已拟好，，，，，无恙，无恙，，
2020,3,23,11,打雷了，春天呢，
2020,3,18,21,答题卡填错真是一件头疼的事啊，，，，，（ 明明看花看的挺好的 ）
2020,3,18,17,找到了，，233
2020,3,15,22,20号就能出去了，，， 终于有一件可高兴的事了，，，，，
2020,3,11,8,当暴雪老贼改了牧师后我的刷龙牧健身牧毒奶牧OTK牧都木了，，，，
2020,3,11,21,第一本《墨子》丢了，，，，伤心死，，，，
2020,3,11,21,明白了，，，，，
2020,3,6,18,炉炉の奇妙BUG
2020,3,4,11,兼相爱，交相利。
2020,3,4,18,两个光牙养了一万年，，
2020,3,3,22,我太难了，，，，
2020,3,3,18,私の心は、常にインクに向かって、常にです
2020,3,3,22,自己对自己没有利用价值了该是一件多么可悲的事啊，，，，，，，
2020,3,2,14,本当に、最終的に説明する必要がありますか、多分あなたは知らない、私はまだあなたを愛しています
2020,3,2,10,これが私の運命か?
2020,3,1,8,既然通不了天，就只能按道德常理来说话，天什么样我不知道，估计丑的很，，，，，，，在丑中去创造美，，佩服那些明亮的人们，，
2020,2,29,7,如果这是电视剧的话，，，，，，，，，，，，，，估计弹幕都快急死了，，，
2020,2,29,16,烂橘子怎么又炸了，，，
2020,2,26,22,希望痛苦下次不要来我这儿，，，，，不然我真的会笑出声的，，，，，
2020,2,25,13,现在才起来，，，，，身体和精神都紊乱了，，，，
2020,2,24,17,拿锅做蛋糕，，，，，我太难了，，，
2020,2,22,11,我的辣鸡本本承受了它不该承受的进程
2020,2,22,22,APEX节奏那么快，真的要出手游嘛，，，，
2020,2,19,13,新世界的结局，，，，，
2020,2,18,9,机克术不带机克还能防脏鼠爆牌去，，，，，，，，，，，，，那么问题来了 对面萌新看不懂你怎么办
2020,2,17,23,读英语有日本口音? ，，，，，傻掉了，，
2020,2,16,21,每天裂开一点点，，，
2020,2,15,15,废话一如既往的多呢，，，，，，
2020,2,14,8,没机会去看你，，，，，，别觉得寂寞，，，，，，，
2020,2,12,15,刚起床，，，，哎，，，，，整个人都傻掉了，，，，，
2020,2,11,21,对影成三人，，，，，，
2020,2,10,20,唉，，，，，，，用女神艾玛的话说，，，我不是单身，，，我这叫自我陪伴，，，，，
2020,2,9,22,哎，打太极了嘛，开始养老，，，，
2020,2,9,8,大事化小，小事化无，无为而治，，，，，，，，，，，你当你是嘛呢，，，，，，，，
2020,2,8,12,文艺复兴，，，，，
2020,2,7,8,为什么你们会用的我都不会，，感觉自己已经跟不上时代了，，，，
2020,2,7,10,猎杀小姐姐GET~开始上分，，，
2020,2,5,19,果然，，，，最美的东西只存在在回忆里，，，，，
2020,2,5,13,河西走廊自驾游，，，，真是浪漫任性，，，，，
2020,2,5,23,死去的人堆在走廊上，，，，鬼晓得看到了什么，，，
2020,2,3,21,为什么白金局都是猎杀，，，，，，，裂开
2020,2,3,18,新赛季吐了
2020,2,2,23,楼上的人感染了现在我很慌，，，
2020,2,2,12,据调查显示 众多男高中生对漂亮妹妹和漂亮姐姐有不可言说的需求 ，，，，，，，，，
2020,2,1,12,网崩了，，，，我吐了，，
2020,1,31,11,完了，，，这是现在唯一可用的纸质本子了，，，，，，，
2020,1,31,18,港服的挂都是原地补人，原地对枪的憨憨嘛，，，爱了爱了，，，，，，，
2020,1,30,23,往米酒里面打个蛋就叫蛋酒，，，，，整个人都傻掉了，，，
2020,1,30,11,你们谁来APEX嘛，，，，
2020,1,30,20,鬼病毒，天天在家挂念着，搞的我都有妇人之仁了，，，，一定不能出门啊，，，，防护要做好啊，，，，，，
2020,1,29,15,用QQ电话视频上课，，，，我真的佛了，
2020,1,28,13,路漫漫其修远兮，吾将上下而求索。
2020,1,26,12,"You just made my job a hell lot of easier,,,,,,,"
2020,1,25,21,明天五医院志愿者，，，，，，，，冲冲冲
2020,1,25,11,搓个麻将输了大几百，，，我疯了，，，，
2020,1,24,19,比病毒更可怕的怕是人心，，，，，，，，
2020,1,24,14,明白自己的脆弱后，，，，就只能默默祈祷了，，，，，，
2020,1,24,14,不，，，，还有流言陪我，，，，，，
2020,1,23,13,去年还有花陪我，今年啥也没有了，，，，，
2020,1,21,12,多日不见，甚是想念，，，，，，，
2020,1,21,13,他们把我锁着 ，，，，不让我去看花 ，，，，，，
2020,1,19,12,你们一定要带口罩，，，，，，一定
2020,1,19,10,鬼流感把我的课全停了，，，，，，我的钱啊啊啊啊
2020,1,18,19,
2020,1,17,7,我为什么要喜欢上jazz-hiphop
2020,1,16,10,抱歉，我不会生气，我只会伤心，，，，，，，😂😂😂
2020,1,15,17,被别人玩弄的感觉真的一般
2020,1,13,18,虽然已走远，但是还是在等，可能我就是一个脑子搭错筋，心还有问题的傻逼吧 ，，，，，
2020,1,12,16,为什么在我悲伤的时候让我狂笑，，，，
2020,1,11,17,我早该明白我是个悲剧人物，，，，，可是我不信，，，，，，，，
2020,1,8,13,完了，来了这个鬼地方，心更凉了，，，，
2020,1,7,20,要是事事如意，，，，，，，那肯定不是我，，，，，，
2020,1,5,22,选择完毕，，，，
2020,1,5,21,真真假假我已无处寻觅，能守着伊人便已是幸福。流言蜚语我已淡然不管，结果对我而言已无足轻重。
2020,1,4,16,我以前不信墨菲，现在我信了
2020,1,4,13,所以到底是悲剧人物还是喜剧人物，，，，，😂😂😂
2020,1,3,18,好，我就学它个五年，再多等几个年头再被你拒绝，，，，，，
2019,12,31,17,我好不容易鼓起想对你说了，，，，你怎么跑的这么快
2019,12,28,21,你等着，，，，你给我等着 我先瞎搞 再干正事儿，，，，，
2019,12,26,22,心胸宽广，所以无恨，心胸狭隘，所以嫉妒，，，，，，，，，
2019,12,25,22,这辈子跟看花杠上了
2019,12,23,21,你别这样，我会慢慢习惯的，，，，，，，，，
2019,12,22,21,今天真是奇特的一天，守护的东西突然跑过来对我傻笑，，，，，，，，让我突然有点心疼
2019,12,18,21,你干这个的目的是什么？ 我干这个的目的就是为了干这个，，，，，，，😂😂😂
2019,12,17,8,健康生活，从不看花做起，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，
2019,12,15,22,世界真是奇怪，宽广地包括任何角落，狭窄的只容得下你我，，，，，😂😂😂
2019,12,14,22,我看着你的时候，能感受你的温柔，你头发挽着耳朵，嘟嘴回忆了好久，，，，，，
2019,12,14,13,完了，，，，没钱去看花了
2019,12,14,19,
2019,12,14,19,给你定的票还空这在，，，，，，
2019,12,12,18,李荣浩李荣浩我来啦
2019,12,8,17,不要同情我，这是对我最大的侮辱。。😂😂😂
2019,12,8,21,你们谁去听周六李荣浩的演唱会麻，，，，，，，票买多了
2019,12,7,15,能与知音一起看花，，，，也是一件很幸福的是嘛。😂😂😂
2019,12,6,8,"Did you hear something,,,,Watch my eyesY"
2019,12,1,17,保持理智与清晰的头脑。。。。。。。。。然后继续。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2019,11,30,21,Please save me from this hell......yin
2019,11,29,12,冻成沙笔的天还去看花，我真的傻了，
2019,11,28,10,多疑是因为深沉，火大是因为心软，，，，，，，，
2019,11,25,17,有话直说，别瞎猜，有屁就放，别瞎说，，，，，，，，，，，，，，，，
2019,11,23,22,普天下的泪我先留一遍，，然后继续狂笑😂😂😂😂😂😂😂
2019,11,22,21,让我诉说你的痛苦，，，，，，，，
2019,11,16,21,I Can't Smile Without You
2019,11,16,21,阎王你别叹气嘛，就当我错了行吧😰😰😰
2019,11,14,14,好吧，我收回刚刚那句话，只有胜利才能带来真正的喜悦。
2019,11,13,12,赢不赢无所谓，快乐就完事了
2019,11,5,16,你们谁想出来唱歌嘛。。。。。。
2019,11,2,17,感觉自己和周某人的下场好像啊。。。
2019,10,30,21,能不能给人也装个防沉迷系统嘛😂😂😂
2019,10,27,21,找到好地方了
2019,10,27,21,致师傅抱歉也许不是发自内心的，也许不是源自悔恨的。但我还是想向您表达我的歉意我没有好好跟着您虚心求学我也没有像您所说的那般求道解惑 展开全文
2019,10,25,17,我这造了两个小时怎么还是这个
2019,10,25,13,"""how are you?"""" ̶s̶a̶d̶,̶ ̶b̶r̶o̶k̶e̶n̶,̶ ̶d̶e̶f̶e̶a̶t̶e̶d̶,̶ ̶c̶r̶u̶s̶h̶e̶d̶,̶ ̶l̶o̶n̶e̶l̶y̶,̶ ̶f̶a̶l̶l̶i̶n̶g̶ ̶a̶p̶a̶r̶t̶ i'm fine。"" 太真实了"
2019,10,19,22,开始了
2019,10,18,22,师傅终于被我气走了😂😂😂
2019,10,17,14,太晚了，我已经迷失了。。。。。 （手动滑稽）
2019,10,13,21,谁的脚步近了，谁的脚步远了。。。。。
2019,10,5,21,说尽好话找人把手机拿上了又不知道干什么就又还回去了
2019,10,5,12,哈
2019,10,5,13,出丑出了个一等奖
2019,10,4,10,出丑完了紧张的一笔
2019,10,4,9,开始出丑
2019,10,3,20,准备出丑
2019,10,2,9,原来明天才能出丑
2019,10,1,19,过来上了一天的课后准备出丑。。。。
2019,10,1,9,走了，，到济南去丢人去了
2019,10,1,20,我的计划终将实现，，，等着吧
2019,10,1,20,已预订
2019,10,1,12,今日迷惑大赏 ：看完阅兵本来就激动，再看这个更是热泪盈眶！！！真的又感动又自豪！！知乎一亿的热度！都在发！原文四千多个回答全都是！这个一定要去知乎看！！点这就是原文 网页链接   内含视频和图片 查看详情                来自 Android (4G)
2019,9,30,12,额
2019,9,28,8,祖国母亲生日快乐呀！
2019,9,27,18,你们明天谁想唱歌嘛
2019,9,25,8,怎么有一个股方大同的赶脚。
2019,9,22,22,今天我想喝酒，不为了什么。。。。
2019,9,14,21,三餐管饱就行。。。。。
2019,9,13,11,你们两个就在我看不见的地方永远快活下去吧
2019,9,13,11,对面见到我是个奇迹法就跑了
2019,9,5,10,我嘞个大艹。。。。。。
2019,8,31,8,中秋安康
2019,8,31,23,如果代价是猪心的话，，，那就来吧。。。。
2019,8,30,17,过去就当安一下我妈的心吧， 她老人家急躁的要命
2019,8,26,11,下午五点去参加学校引导的新高考测评。。。。。。额额呃呃呃
2019,8,24,13,猫和老鼠估计我闭着眼都能看
2019,8,23,10,比赛可以输，卤蛋必须死。
2019,8,21,9,为什么现在开始听老歌了
2019,8,19,7,每次我熬夜补作业心中都有一万个不情愿在对我说。。。。。
2019,8,19,12,出来玩，被妹妹拉着看了半天的陈情令。。。。。。。。。。我真的是.......
2019,8,18,23,现在的人心态变了，不比从前了~
2019,8,15,8,一个人，一张嘴，一锅粥。
2019,8,14,10,真的是，随便一句话让我喜死。姐夫真又针对天使啊
2019,8,14,10,感觉我今天一天都耗在听课和听歌上了。。。。。。。
2019,8,14,20,Steerner新单！！！
2019,8,13,13,原来昨天还发生了这种事。。。。。。。。
2019,8,12,10,其实对比一下香港人的生活状况，他们的行为其实也不难解释，搁浅的815计划，还是直管的好。没有那么多的闲话
2019,8,10,8,他们十月份又要来～
2019,8,9,7,二帅发新单了，，，我居然没关注
2019,8,8,21,老师改我圆的方程的卷子，一脸跟我有仇的亚子
2019,8,8,6,异常的舒服。。。。。
2019,8,7,18,传说中只有无五间房的酒店
2019,8,7,9,感觉可还行
2019,8,7,17,明明就一个人，鬼旅行社给我来双人间
2019,8,5,17,虽然是被炒作的地方但是当度假区还是可以的
2019,8,2,10,对于拆散这一堆情侣的王母娘娘产生极度好感丧（干）心（得）病（漂）狂（亮）。。。。。。。
2019,8,2,22,我可能就要放飞自我了。
2019,7,29,20,笑喷
2019,7,29,11,太真实了
2019,7,29,18,额额额额
2019,7,27,16,看了半天湖南大学，同团的人都在拍老婆拍美女，就我一个拍房子
2019,7,27,10,这种混杂竟该死的好听
2019,7,27,16,好
2019,7,26,16,额
2019,7,26,7,马王堆，马王堆，我来了
2019,7,26,20,长沙的地铁。。。。。。。
2019,7,26,17,六星必近战。。。。。。
2019,7,25,17,我还以为去哪呢原来又是长沙
2019,7,24,17,一下课就到火车站，，，激动
2019,7,22,8,这个女版可还行
2019,7,17,13,真的，，拿手机的第一天就发现有人用我QQ号发超多暧昧的话。。。。。。。。。
2019,7,16,10,我对之前朋友用这不部三星手机发的所有言论表示歉意
2019,7,16,16,如果我想推荐黑魂怎么办？？？
2019,7,15,17,笑死我了
2019,7,14,8,你们有谁学建筑嘛，跟我一起搞研究课题嘛，我学中国建筑史的。如果有兴趣请私聊研究课题。
2019,7,14,9,明明被屏蔽了还要碎碎念
2019,7,14,23,打开真的好怀念，终于被我找到了，打赌明天肯定有幸运的事。
2019,7,14,20,看这个视频要笑死我
2019,7,14,18,额 并没有
2019,7,11,11,要不是同行的女生，，，，，要不然这个鬼屋一点都不好玩
2019,7,10,10,我来了
2019,7,8,21,为什么昨天转发的说说自己的愿望没实现别人的确实现了
2019,7,5,17,上线一分钟
2019,7,5,10,做心理咨询医生问我最亲的东西是什么，我毫不犹豫的回答我的被子和床单。
2019,7,4,22,‎ ：10年qq白玩了.                  来自 Android (4G)
2019,6,27,8,表示没钱
2019,6,20,18,小学时候动画片超棒的EP，终于找到了
2019,6,16,17,开始迷信
2019,6,15,22,我原以为要去寻找理解自己的人，到头来我却辜负了理解我的人太久太久。。。。。。。
2019,6,14,16,找的士司机要的歌单。。。。。。
2019,6,9,21,希望天底下的父亲都能得到理解吧，。。。
2019,6,9,21,我放了你鸽子，你一定很恨我吧
2019,6,8,22,半生未过，思念成河。玉作春笺，诚释几柯。怎无奈，道不尽，释不解。前世莫忘却。再伤风雨月。
2019,6,8,14,抄作业在语文上说是借鉴，数学上叫类比，英语上叫copy，地理上是迁移，生物上是转录，物理上是参考系，化学上叫同分异构，政治上叫求同存异，微机上叫复制粘贴，历史上叫文化大统一，怎么到班主任你这就得叫家长
2019,6,7,22,原来我把化学平衡都记反了，难怪每次都。。。。。。
2019,6,7,10,看完何以为家后哭了好久。。。。。。。。
2019,6,6,13,为什么会这样
2019,6,6,8,端午节不快乐
2019,6,6,21,当年我为了玩通这个鬼游戏连觉都睡不着，这个人为什么玩的这么快乐啊
2019,6,2,18,Heart
2019,6,1,8,小盆友要有小盆友的亚子，好好毒树。
2019,6,1,9,上瘾了上瘾了
2019,5,31,11,谁也不能阻止我
2019,5,29,7,祝广大的16周岁以下的朋友们，节日快乐
2019,5,26,22,我可以吗？（完全不想搞学习的我）
2019,5,26,22,额额额额额额。。。。。。
2019,5,25,22,死学物理死学不会的我正在死学物理
2019,5,25,10,网易云啥时候给我推这种歌了
2019,5,23,10,是谁写上去的，哈哈哈
2019,5,18,7,哎，阅读到后面发现厚黑学和心学是一个东西。只不过致良知在谋公利罢了。
2019,5,14,22,现在才发现网易云好多哥都没有版权
2019,5,12,19,明明还是无聊的一个人。。。。。。
2019,5,12,21,当你习惯黑暗后，你会发现黑暗本身就是一种光明。 ---迟
2019,5,12,16,公司让我修心学，然后我从容不迫的开始了我的厚黑学导读
2019,5,9,12,祝伟大的母亲们，节日快乐
2019,5,3,6,很怀念和爸爸一起听吉克隽逸的时光，一想到他又要去长沙看项目，，，就很伤
2019,5,3,21,又是一个人在家
2019,5,2,19,馆长已去，只留空阁。
2019,5,1,13,哎 。。。。。。。 好无聊
2019,5,1,13,。。。。。
2019,4,27,13,或许是为了什么我才选理化生的吧
2019,4,27,12,今天语文老师问我为什么不选文 我懵了
2019,4,20,9,新鞋子到了
2019,4,20,8,清早。。。。。。
2019,4,7,21,鬼晓得我是什么时候喜欢上日系爵士和Re:plus的
2019,4,6,14,真不敢相信，我今生第一次自己买鞋， 。。。。。。。。还挺贵。。。。。。
2019,4,5,15,深有同感
2019,3,30,22,哎 这个鬼设计游戏已经完全征服我了。。。。。
2019,3,23,16,出来玩还是很惬意的呢
2019,3,15,21,熬夜打作文
2019,3,3,12,去看花
2019,3,3,22,"三年后再见,,,,"
2019,3,1,22,感觉初中是 霜禽欲下先偷眼，粉蝶如知合断魂 这么过来的 现在在梦中还是会这样
2019,2,26,13,55慧的曲风太棒了
2019,2,26,6,嗯
2019,2,23,22,新更新的系统好漂亮
2019,2,18,22,既然你在那，那我就去吧
2019,2,17,9,今天发神经病了要去湖北省博物馆
2019,2,15,14,明明是个大逗比还要在我面前装高冷，好(✪▽✪)可爱(๑• . •๑)
2019,2,11,23,在你的边缘疯狂试探
2019,2,9,12,多读书，做个文化狗。
2019,2,5,15,望向字帖 MMP
2019,2,5,9,尘世有佛，净是无佛。
2019,1,30,0,你们有谁看小猪佩琪吗(=_=)
2018,10,6,0,(〜￣▽￣)〜大家新年好啊 (≧∇≦)/
2018,10,4,12,马男波杰克Bojack ：现实可以有多美好？ ​                  来自 HUAWEI Mate 20 Pro
2018,10,4,19,哎。 虽然有人喷这代古墓丽影差。 但我只想说劳拉姐你。 胸又小了。。。。。。
2018,10,2,11,目前为止。 我拿到的麒麟980跑分在一万。 呃呃呃。 华为爸爸牛逼
2018,10,1,6,\（•_•) ( (> / \ (•_•)...
2018,9,24,9,今天有人去了漫展有人去了也音乐节。 有人在上课
2018,9,23,17,美术馆。。。。。。。。。
2018,9,23,8,就我一个人发了羊癫疯去省博
2018,9,22,17,第一次数学考109。 不慌。 加油
2018,9,15,15,呃。 有谁去。 大爱Re:plus
2018,9,15,12,细思极恐的漫画。。。。。。。。
2018,9,8,18,呃
2018,9,8,14,千万别
2018,9,8,19,呃。 那个天文好的。 说说这四颗星是什么。 我第一次见
2018,9,8,19,第四颗星。 呃。 真香
2018,9,8,19,呃。 三颗星。 真香
2018,9,2,18,呃。 今天只有金星没有水星
2018,8,31,6,呃
2018,8,30,19,呃
2018,8,30,18,没有4KLCD的索尼手机没有灵魂。 姨夫你自己看这办这次我坚决不打钱了
2018,8,30,19,有谁在看姨夫的IFA
2018,8,29,19,呃。 好像没有人去10月Replus的演唱会
2018,8,28,19,来自 iPhone 6s Plus
2018,8,28,19,3                            来自 iPhone 6s Plus (4G)
2018,8,27,10,偶像和素材。。。。。
2018,8,23,8,讲真6.1英寸LCD版如果是A10处理器的话那么真有可能连3000的国产8150机型都干不过了毕竟A10连835都干不过而国产机型的制作工艺也会在2019年趋于成熟稳重起来
2018,8,23,19,刚刚听朋友说麒麟980大核是A76不是A77呃好吧
2018,8,17,23,真是不懂现在的人苹果6000算廉价。 国产机一买到3000，4000就嫌贵。 这是什么理念
2018,8,17,22,三星Note 9。 艾。你怎么又是安卓机皇
2018,8,13,16,终于找到你
2018,8,12,9,已被洗脑。
2018,8,12,12,华为中段的图形处理太垃圾了
2018,8,6,21,一加6的屏幕和845调度都是国产中表现最好的 只玩游戏的小伙伴可以考虑一下
2018,8,5,16,麒麟710不如骁龙660。 海军不要喷我。。。。。
2018,8,5,21,呃。为什么现在的导游和团都有这样的想法和行动。 带有一股浓浓的政治色彩
2018,8,4,18,E 呃呃呃。 我为什么。。。。。。
2018,8,3,17,Wow
2018,8,3,20,哈哈。
2018,8,3,22,这个地方没的不行。 没修图索尼的直出色彩可能不讨喜
2018,8,2,16,硬盘坏了只有手机的几张
2018,8,1,7,喀纳斯我来啦
2018,8,1,8,八点 九点 十点的新疆
2018,7,31,21,LoveI feel youI guess you have knownYou know it’s trueSo far so goodI miss you 展开全文
2018,7,22,7,华为Note10的相机成像估计还是不如小米8。 与一加6可能互有胜负毕竟夜景非要和Find X比。明明Find X由于升降模块限制相机光圈只有F2.0华为这不是柿子挑软的捏吗？还以为Note10会补充相机上的短板。GPU的软件加持也只是和骁龙835基本持平（参考一加5T）外观和LCD屏那就是见仁见智的事了还有不要问我夜景谁最强P20Pro曝光5秒后和S9+128/1秒的快门速度效果P20好所以单看成像P20胜出但是作为一个三星粉我们点一下就能成像了华为还要等5 展开全文
2018,7,15,8,再见武汉
2018,7,13,14,嗯嗯忘说了。 华为970机型禁用省电精灵就会好很多
2018,7,6,11,M神的dubstep是真的迷
2018,7,6,13,这几天一直在体验一些老手机发现 好的设计一直在身边
2018,7,6,23,看巴西看巴西
2018,7,6,23,鬼鬼。 卡瓦尼啊 反击点啊
2018,7,6,23,法国又进了
2018,7,6,22,卡瓦尼啊卡瓦尼
2018,7,5,22,法国进一球了
2018,7,5,21,乌拉圭！乌拉圭！（即使可能会凉）
2018,7,1,17,荣耀PLAY可以考虑
2018,7,1,14,华为的GPU软件加速在王者荣耀与吃鸡与845持平但是崩坏3这种又吃CPU又吃GPU的游戏970还是难敌845
2018,6,26,18,看了看我的分啊啊啊啊。 真是 低分学生不如狗，如今只能瞎逼吼。我劝天公重抖擞，天公说我长得丑。啊
2018,6,17,2,乌拉圭冲啊
2018,6,15,22,你们有谁有高一的英语课本听力，如有请立即发给我
2018,6,6,18,用三年的时间凝聚成三年的力量，去吧！加油
2018,5,27,20,世界末日就要来了我居然还在看电影
2018,4,5,10,
2018,4,5,13,额(⊙o⊙)哦
2018,2,16,12,出去没事做
2018,2,16,11,出去了
2018,1,28,8,新年快乐
2018,1,28,0,KTV点这首歌，贼尴尬
2018,1,27,18,我依稀记得那年夏日大雨倾盆，教育局不敢让我们领成绩单
2018,1,1,13,呃呃呃 葳蕤
2017,12,14,14,独自一人在楼顶玩雪
2017,12,3,8,17年SOC的性能已非常成熟整体趋于全面屏开始有点进入npu了还有AI而3D人脸只有一家相机成像也有提升空间不过干儿子的确实很棒有98分 希望18年他们能带来更多精彩的作品吧！
2017,12,3,20,我默默的调到最高亮度打开了定位蓝牙用第三方软件开了后台打开好几个大型3D游戏。 在发烫与惬意中等了30分钟
2017,11,19,10,我知道我放弃我的梦是有原因的，而且它一定比我的梦更重要。
2017,11,12,9,我真的不知道我不做评测后我的学习会有什么起色……
2017,11,11,17,我这个评测人为了不找打就没说什么
2017,11,5,7,呃。继续潜心研究寒武纪23333
2017,11,5,12,我他妈在11.11参加了一个婚礼
2017,10,22,19,哎！中国要是有谷歌全家套就好了
2017,10,21,10,跳过IPHONE 8换上10
2017,10,15,7,英语作业是个啥？ ٩(✘д✘๑;)۶ ┐(´•_•`)┌ 无所谓ﾍ(･_|暗中观察
2017,10,14,8,数学作业是个啥？ﾍ(･_|暗中观察┐(´•_•`)┌ 无所谓
2017,10,14,17,脑子有坑吧，我建议你再跟着大米看几年的评测吧，小婊砸！
2017,10,14,11,OPPO:每次模具跟着苹果爸爸就对了 233333333333333 这哲哲
2017,10,7,10,额呃呃呃 什么是创新 DHF我已经把你那个有火有水 能红烧能清蒸的手机给设计出来了
2017,10,6,8,离谱了要看一下的东西 小米:5人代言 华为:两人代言 一加:无人代言. 蓝绿:数不胜数 苹果:貌似无人代言 三星:无人代言 。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。蓝绿:店员死吹其产品就是不说实话 一加:唯一实体在法国 华为:有实力不解释 三星:除中档 展开全文
2017,10,6,12,:豪是不是660玩游戏比835好很多 我:。。。。。。。。。。。。。。。。。。。。。。因为王者荣耀只给蓝绿厂的机子做优化吗？ 我选择A11垃圾们。。。。。。。
2017,10,5,20,在这国庆最紧要的关头你是否能高歌一曲:太阳下山明早依旧爬上来，老子没写作业明天一样嗨。 赋诗一首:死猪不怕开水烫，考试越近我越浪。 。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。 展开全文
2017,10,5,7,手机调度机制排行榜:1IPhone 8. IPhone 8 Plus. IPhone X （反正开一个核就是骁龙625。。。。。。。。。。）2一加5 一加3T 一加3 （放荡不羁，毫不拘谨，可以看做是骁龙的超频版）3IPhone 7. IPhone 7Plus. （反正开一个核就是骁龙650。。。。。。。。。。。）
2017,10,5,16,我心目中的手机排行榜 1三星Note8 2三星Note FE 3三星Note7 4三星Note5 5三星Note4 6三星Note3 ...........................................................................................
2017,10,5,15,硬件排行榜 1苹果A11 2骁龙835 3苹果A10 4猎户座8895 5麒麟960 6骁龙821 7猎户座8890 8联发科X30 9骁龙820 10骁龙660 根据大型3D游戏来排的
2017,10,4,12,老师硬件排行榜 1吴俊辉 华为P9麒麟955 2孙朝霞 三星A9 骁龙652 3马琳 IPhone 6Plus 苹果A9 4童绥保 IPhone 4s 苹果A6
2017,10,3,11,班级硬件排行榜:1我 一加3T骁龙821 2郭炎杰 华为Mate 9麒麟960 3谭嘉果 一加3骁龙820 4李泯达 IPhone 6s Plus苹果A9 5严嘉柳 红米Note 3X骁龙650 6王广兴红米Note 4X 骁龙625 7彭梦婧魅族MX6 联发科X20 8何定坤 乐视乐Pro2骁龙653 9董汉锋 IPhone 6 Plus 苹果A8 10胡一夫 荣耀5X麒麟650 这个排行榜不全面是根据实际表现来排的 。。。。。。。。。。。。。。
2017,10,3,10,笔头作业写完了 该背的都没有背 算了 赶紧背了气死你们
2017,10,2,11,你敢用VR通关逃生2吗？ 想当年爷爷通关寂静岭是你还在吃奶啊
2017,10,1,10,手机性能榜1IPhone 8 Plus. 2IPhone X 3IPhone 8. .4以后都是稀稀拉拉的835机型 第一名Oneplus 5. 呃呃呃额额 等着Snapdragon 845. 和Kinris 970. 安卓阵营加油啊
2017,10,1,12,啊啊啊啊啊啊啊啊啊啊啊 我从芒砀山回来啦
2017,10,1,8,给个第一 宇航第一:小米MAX2. 屏幕第一:三星Note8. 性能第一:IPhone X 设计第一:三星Note8. 相机第一:三星Note8. 特点第一:三星Note8. 系统第一:IPhone X. 三星爸爸和苹果妈妈带着一群孩子们。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。最后一句话原谅我
2017,10,1,8,现在的手机都好像在向全面屏那一方面走 只是不管是什么牌子什么屏占比 只要不触动以下几点就可以了 1日常使用便利性 2电池续航成绩 3表现（最好都是835） 4屏幕本身的质量与观感 5设计的美感 6相机的成像质量 目前: 三星Note8 除2不合格以外都很优秀 IPhone X中规中矩基本合格 小米MIX2在价格上无疑秒杀表现也不错 蓝厂的X20基本上属于综合不和格类型
2017,10,1,6,分享一首Vicetone. ITBT
2017,9,23,6,祖国生快
2017,9,23,0,勇强何在 勇强何在 我快撑不住啦✘
2017,9,17,11,左:苹果A11. 右:骁龙625 额呃呃呃 呃呃呃 额呃呃呃 额呃呃呃 额呃呃呃 额额呃呃呃 呃呃呃额额 呃呃呃额额 我相信大家的硬件应该都是625这个级别的 体验一下绝望把
2017,8,28,11,新奇 我对不起你啊
2017,8,28,20,呃呃 IPhone 8. 这次的A11跟当年的A9样 安卓每一个能打的。。。。。。。。。。。。。。。。。 参考Geekbench 4 单核4200 多核10000 （835 单核1900 多核6900） 并且最重要的是 GPU跟835差距很小 。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。但我宁愿用同样的价钱买 展开全文
2017,8,27,18,你们觉得是三星note8吊还是IPone X吊
2017,8,27,18,你们觉得是骁龙835吊还是麒麟970吊
2017,8,26,16,时间简史好评
2017,8,26,14,你们认识大米吗？ 我认为你们如果像我一样你们应该去看看这个我认为最客观的独立评测人的视频与文章。 大米加油！
2017,8,24,9,这这这 。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。诸位我有一万个
