year,month,day,week_day,time,saying
2013,8,4,6,13,namely 发表日志 据说10个班级中9个班是这种情况，你们班级里有没有吗？          1：总有几个男同学做作业飞快，虽然错误率很高，但仍作为范本被广围抄袭2：上自习时，原本闹哄哄教室会突然一下安静下来，然后大家就会郁闷的回头看后门是不是老师来了。结果事实是，根本就没人来。...   查看全文
2013,8,4,6,13,YumYum 发表日志 你保证和同桌说过的22句话！靠…竟然全中！ 太逗了！也太怀念了！          这22句话如果你对同桌说过20句就要转啊！这22句我竟然都说过！1.老师来了叫我一声!2.快写!写完借我抄抄! 你先抄..抄完给我!3.笔借我用下4.让我看看（考试时）! 你几分啊 （试卷发下来后）...5.下一节什么课啊?...   查看全文
2013,8,4,6,13,新青年广告喷画 发表日志 女生别看！被吓到了别怪我          故事是这样的以前在各大学校里都流传着这么一个恐怖故事说是A校有不干净的东西 每当十五的时候 学校门口的鲁迅像的眼睛就会动所有教学楼都会停电楼梯会从原来的13阶变成14阶实验室的水龙头放出来的水...
2013,8,4,6,13,全国最帅哥Qq：772330050 ：【转给你所有的同桌吧、同桌，看到第五个我感动了】　　～～～～～～～～～～～～～～　1. 同桌总是第一个发现你的喜怒哀乐，然后逼你招出真相 　～～～～～～～～～～～～～～　2. 同桌可以一枝笔不带，然后向你侵略 　～～～～～～～～～～～～～～　3. 同桌可以和你在上课时、和你顶风做案说悄悄话  展开全文
2013,8,1,3,13,风韵女神韩小冰 ：　　　　　　　　谁敢把这张图片放大了看？如果看了，记得转发给你的好友哦！　　　　　　　　不转的人晚上会遇到她哦！很灵的！！
2013,7,26,4,9,2720485748 ：长这么大了，还没去过夜店的请转走~
2013,7,23,1,14,也 许。 ：请转发，[可怜][可怜]帮忙、！ 求扩散，今天上午一个三岁多小女孩在湖北沙巿大润发超市附近被人拐走了，小女孩能准确说出她爸爸的手机号码，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！看到信息的兄弟姐妹留意一下！联系人郑春蓉13606961118 （幫忙转发）亲们转一下吧，都是为人子女，为人父母，换位思考一下，假如今天的家长是我们自己，心情怎样，，，， ，希望大家都帮帮他们！
2013,7,22,0,14,我今天又教了姐姐几首钢琴曲子，姐姐学了很半天。
2013,7,22,0,14,上传16张照片/视频到《可爱的阿狸》
2013,7,22,0,12,大家快来看我十岁的照片
2013,7,20,5,12,大家快来看我十岁的照片
